search URL:,https://patents.google.com/?q=%28%22livestock+waste%22+OR+manure+OR+%22animal+waste%22+OR+%22poultry+litter%22+OR+%22swine+manure%22%29+AND+%28processing+OR+treatment+OR+recycling+OR+utilization%29&oq=%28%22livestock+waste%22+OR+manure+OR+%22animal+waste%22+OR+%22poultry+litter%22+OR+%22swine+manure%22%29+AND+%28processing+OR+treatment+OR+recycling+OR+utilization%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
JP-6329125-B2,Stress relieving agent ,株式会社明治,"紀宏 指原, 紀宏 指原, 昌士 長田, 昌士 長田, 毅 森, 毅 森",2013-02-27,2014-02-26,2018-05-23,2018-05-23,https://patents.google.com/patent/JP6329125B2/en,https://patentimages.storage.googleapis.com/9d/7e/f0/ad4cfb8b5bc7dc/0006329125-5.png
CN-104278667-B,Underground karst cave filling treatment method ,浙江国泰建设集团有限公司,"江志峰, 洪昌华, 李树枝, 陈江滨",2013-07-02,2013-07-02,2017-02-22,2017-02-22,https://patents.google.com/patent/CN104278667B/en,
US-10087480-B2,Raising and diagnosing of serotonin level ,Gut Guide Oy,"Annika Mayra-Makinen, Eveliina Munukka",2011-10-12,2012-10-12,2018-10-02,2018-10-02,https://patents.google.com/patent/US10087480B2/en,
CN-114283890-B,Disease risk prediction device based on rumen coccus microbiota ,南京医科大学,"徐婷, 季明辉, 许勤",2021-12-15,2021-12-15,2023-04-07,2023-04-07,https://patents.google.com/patent/CN114283890B/en,https://patentimages.storage.googleapis.com/4c/1c/f0/5f704dfd467789/HDA0003411845030000011.png
JP-6932125-B2,"Acylated N- (1,2,5-oxadiazole-3-yl)-, N- (1,3,4-oxadiazole-2-yl)-, N- (tetrazole-5-yl)- And N- (triazole-5-yl) -arylcarboxamide, and their use as a herbicide ",バイエル・クロップサイエンス・アクチェンゲゼルシャフト,"コーン，アルニム, ブラウン，ラルフ, ヴァルドラフ，クリスティアン, アーレンス，ハルトムート, ファン・アルムシック，アンドレアス, レーア，シュテファン, リンデル，シュテファン・ダーヴィド, ディートリヒ，ハンスユルグ, ロージンガー，クリストファー・ヒュー, ガッツヴァイラー，エルマー",2015-09-28,2016-09-21,2021-09-08,2021-09-08,https://patents.google.com/patent/JP6932125B2/en,
CN-102228865-B,Novel wet-type strong-magnetic pre-separation process of weak-magnetic low-grade iron mineral roller mill ,鞍钢集团矿业公司,"韦锦华, 周惠文, 孙雷达",2010-07-30,2010-07-30,2012-12-19,2012-12-19,https://patents.google.com/patent/CN102228865B/en,https://patentimages.storage.googleapis.com/16/f0/6c/1918e0536cde96/HSA00000212302000011.png
CN-113822479-B,"Multi-objective optimization method for regional agricultural planting structure considering production, environment and economic benefits ",中国科学院地理科学与资源研究所,"陶福禄, 尹礼唱",2021-09-22,2021-09-22,2022-08-16,2022-08-16,https://patents.google.com/patent/CN113822479B/en,https://patentimages.storage.googleapis.com/29/2d/ff/22918093f99cad/HDA0003367896680000011.png
EP-2752443-B1,"Vapor barrier film, dispersion for vapor barrier film, method for producing vapor barrier film, solar cell back sheet, and solar cell ","Sumitomo Seika Chemicals Co. Ltd., National Institute of Advanced Industrial Science And Technology","Seiji Bando, Daisuke Misho, Kazunori Kawasaki, Takeo Ebina, Hiromichi Hayashi, Takashi Nakamura, Manabu Yoshida",2011-08-29,2012-08-21,2018-05-16,2018-05-16,https://patents.google.com/patent/EP2752443B1/en,https://patentimages.storage.googleapis.com/29/19/44/79234efa42adcc/imgf0001.png
US-12558370-B2,Intact pea protein-based nutrient composition ,"Kate Farms, Inc.","Richard Craig Laver, Michelle Irene Laver, Brett Holbrook Matthews, William Bernard Pickar, David Arthur Cole, Steven Anthony Witherly, Caroline Hsin-Ai Witherly, Vanessa Laura Millovich, Christina Guerra Phreaner",2018-06-12,2018-06-12,2026-02-24,2026-02-24,https://patents.google.com/patent/US12558370B2/en,https://patentimages.storage.googleapis.com/US12558370B2/US12558370-20260224-D00001.png
US-8771940-B2,Array for detecting microbes ,The Regents Of The University Of California,"Gary L. Andersen, Todd D. DeSantis",2006-11-30,2009-05-28,2014-07-08,2014-07-08,https://patents.google.com/patent/US8771940B2/en,https://patentimages.storage.googleapis.com/91/64/24/8854a637f074f7/US08771940-20140708-D00001.png
US-7718120-B2,RF plasma system for medical waste treatment ,George Paskalov,George Paskalov,2006-12-11,2007-12-06,2010-05-18,2010-05-18,https://patents.google.com/patent/US7718120B2/en,https://patentimages.storage.googleapis.com/44/8b/ae/6459350ade5a81/US07718120-20100518-D00000.png
CN-103153422-B,Extraction device and method for extracting components from biological samples ,巴斯夫植物科学有限公司,"W·布兰德, K·亨, S·马勒, R·洛塞",2010-09-15,2011-09-15,2015-07-08,2015-07-08,https://patents.google.com/patent/CN103153422B/en,
TW-I380553-B,Power supply and power system employing plural power supplies ,Delta Electronics Inc,sheng hua Li,2009-04-16,2009-04-16,2012-12-21,2012-12-21,https://patents.google.com/patent/TWI380553B/en,
US-9591798-B2,"Distributing unit for granular material, in particular a seeding unit ",Horsch Maschinen Gmbh,Thomas HORSCH,2012-06-12,2013-06-10,2017-03-14,2017-03-14,https://patents.google.com/patent/US9591798B2/en,https://patentimages.storage.googleapis.com/03/84/da/703f78af581d71/US09591798-20170314-D00000.png
CN-106659134-B,plant breeding system ,室内农场-室内都市农业有限责任公司,"G·加隆斯卡, E·加隆斯卡",2014-08-06,2015-07-30,2019-10-25,2019-10-25,https://patents.google.com/patent/CN106659134B/en,
JP-2022130560-A,Fluid circulation catheter that can be used for intravascular heat exchange ,"ゾール サーキュレイション インコーポレイテッド, Zoll Circulation Inc","マッツォーネ、ジェームズ、ディー．, D Mazzone James, マフィ、マソウメ, Mafi Masoumeh, リム、アレックス、エル．, L Lim Alex, アーウィン、ジャック、アイ．, I Irwin Jack, グェン、ダン、エー．, A Nguyen Dung",2016-12-30,2022-06-28,2022-09-06,,https://patents.google.com/patent/JP2022130560A/en,https://patentimages.storage.googleapis.com/12/80/71/3c81c4d2fae68c/2022130560000002.png
CN-201308029-Y,Mountain rain collecting and water-saving drip irrigation system ,云南农业大学,"秦小萍, 李丰超, 唐嘉义, 林志祥, 李成云, 唐世乔",2008-10-14,2008-10-14,2009-09-16,2009-09-16,https://patents.google.com/patent/CN201308029Y/en,https://patentimages.storage.googleapis.com/18/47/1d/c89c55eedd22cb/Y20082008175300121.png
US-10669166-B2,UV-LED liquid monitoring and treatment apparatus and method ,Larq Inc.,"Yitao Liao, Robert C. Walker, Doug Collins, Wei Zhang",2015-03-27,2019-03-11,2020-06-02,2020-06-02,https://patents.google.com/patent/US10669166B2/en,https://patentimages.storage.googleapis.com/f1/ae/14/3148fc4866d319/US10669166-20200602-D00000.png
CN-110773297-B,A high-efficiency separation and recovery device for metal substances in construction waste ,上海筱启新能源科技有限公司,"李连栋, 余承好, 黄文波, 钟正平",2019-10-31,2019-10-31,2021-07-09,2021-07-09,https://patents.google.com/patent/CN110773297B/en,https://patentimages.storage.googleapis.com/10/92/73/fe65fc5430f359/HDA0002255434550000011.png
CN-101897269-B,Cultivation method for interplanting stevia rebaudiana in tobacco ,三明华健生物工程有限公司,"赵敏, 刘建亮, 陈燕梅",2010-07-22,2010-07-22,2011-09-21,2011-09-21,https://patents.google.com/patent/CN101897269B/en,
US-2022165361-A1,Methods of diagnosing disease ,4D Pharma Cork Limited,"Paul O'Toole, Fergus Shanahan, Ian JEFFERY, Eileen O'HERLIHY, Anubhav DAS",2019-04-03,2021-10-01,2022-05-26,,https://patents.google.com/patent/US20220165361A1/en,https://patentimages.storage.googleapis.com/02/69/82/33e3dd6512316e/US20220165361A1-20220526-D00001.png
CN-105284532-B,A kind of method for cultivating seedlings of wild fruit kadsurae coccineae ,高渐飞,"高渐飞, 李苇洁, 张国群",2015-10-24,2015-10-24,2018-06-22,2018-06-22,https://patents.google.com/patent/CN105284532B/en,
EP-2403814-B1,Agricultural composition ,Daniela Sternini,Daniela Sternini,2009-03-04,2010-02-19,2014-07-02,2014-07-02,https://patents.google.com/patent/EP2403814B1/en,
US-9421958-B2,Braking system for a work vehicle ,Cnh Industrial America Llc,"Peter J. Dix, Pawel Kuros",2014-06-24,2014-06-24,2016-08-23,2016-08-23,https://patents.google.com/patent/US9421958B2/en,https://patentimages.storage.googleapis.com/c9/25/15/9a946111c021d2/US09421958-20160823-D00000.png
US-9656656-B2,System and method for reducing fuel consumption of a work vehicle ,Cnh Industrial America Llc,"Yun Xing, Yanming Hou, Haibo Guo",2012-12-20,2013-09-13,2017-05-23,2017-05-23,https://patents.google.com/patent/US9656656B2/en,https://patentimages.storage.googleapis.com/e6/31/f2/714a405caf1661/US09656656-20170523-D00000.png
EP-2869687-B1,Growth enhancement of plant ,Rhodia Operations,"Pengfei Ji, Galder Cristobal",2012-07-06,2013-07-08,2018-09-12,2018-09-12,https://patents.google.com/patent/EP2869687B1/en,
CN-102583333-B,Take maize straw as the method that carbon source synthesis is used for the porous nano graphite flake of electrode material for super capacitor ,黑龙江大学,"付宏刚, 王蕾, 田春贵, 孙立, 穆光, 周卫, 田国辉",2012-01-18,2012-01-18,2016-04-13,2016-04-13,https://patents.google.com/patent/CN102583333B/en,
CN-105493885-B,A kind of cultural method of Termitomyces albuminosus with black skin ,金乡县联盛菌业科技有限公司,张恩建,2015-11-24,2015-11-24,2019-02-12,2019-02-12,https://patents.google.com/patent/CN105493885B/en,
KR-102243415-B1,Method for the analysis of extracellular vesicles using size exclusion chromatography and use thereof ,㈜로제타엑소좀,"고용송, 이창진, 박현택",2017-09-27,2018-09-27,2021-04-22,2021-04-22,https://patents.google.com/patent/KR102243415B1/en,https://patentimages.storage.googleapis.com/6c/43/32/5b3dfedb984446/112018095624313-pat00001.png
EP-2820063-B1,"Poly(butylene-co-adipate terephthalate), method of manufacture and uses thereof ",Saudi Basic Industries Corporation,"Husnu Alp Alidedeoglu, Ganesh Kannan",2012-03-01,2012-12-28,2017-04-19,2017-04-19,https://patents.google.com/patent/EP2820063B1/en,https://patentimages.storage.googleapis.com/b0/2f/60/de0a1081fd1e29/imgf0001.png
EP-2341778-B1,"A liquid, homogenous herbicide composition, a method of weed control, a method of production of liquid, homogenous herbicide composition and use of a liquid, homogenous herbicide composition for weed control ","Sn Biotech Technologies Sp. Z O.o. Sp. K., Zenon Woznica",Zenon Woznica,2008-11-06,2008-11-06,2014-01-15,2014-01-15,https://patents.google.com/patent/EP2341778B1/en,
US-8084010-B2,Coal/coke/heavy residual oil boiler with sulfur and carbon dioxide capture and recovery ,Plasma Energy Technologies Inc.,"Donald A. Rudberg, Richard P. Schuller, Donald W. Cott",2008-04-14,2008-04-14,2011-12-27,2011-12-27,https://patents.google.com/patent/US8084010B2/en,https://patentimages.storage.googleapis.com/8b/b6/12/cd93edf0a99e0f/US08084010-20111227-D00000.png
CN-103013833-B,Novel high pH induction and carbon dioxide emission reduction coupling microalgae harvesting method ,中国科学院南海海洋研究所,"张峰, 向文洲, 吴华莲, 何慧, 萧邶, 叶永辉, 范洁伟",2012-12-28,2012-12-28,2014-10-29,2014-10-29,https://patents.google.com/patent/CN103013833B/en,
CN-101492206-B,Method for in situ restoring groundwater azotate pollution with corn stalk ,合肥工业大学,"钱家忠, 刘咏, 陈天虎, 蒋欣源",2009-03-09,2009-03-09,2011-04-20,2011-04-20,https://patents.google.com/patent/CN101492206B/en,https://patentimages.storage.googleapis.com/e1/9d/05/5d2b9475b3c14e/H2009101163147E00011.png
CN-101671641-B,Bio-controlling bacterial strain AT31 for preventing and curing greenhouse vegetable root knot nematode disease and rice sheath blight disease ,南京农业大学,"郭坚华, 刘红霞, 魏利辉, 陈云",2009-08-12,2009-08-12,2011-05-11,2011-05-11,https://patents.google.com/patent/CN101671641B/en,
CN-107034163-B,Novel pediococcus acidilactici and application thereof ,北京市农林科学院,"刘辉, 季海峰, 张董燕, 王四新, 王晶, 张伟, 王雅民",2017-05-23,2017-05-23,2020-03-10,2020-03-10,https://patents.google.com/patent/CN107034163B/en,https://patentimages.storage.googleapis.com/b4/26/ee/19640d9d9471f4/HDA0001302077990000011.png
ES-2968878-T3,Herbicidal weed control from combinations of fluroxypyr and ALS inhibitors ,Corteva Agriscience Llc,"James M Gifford, Richard K Mann, Ändrea C Mcveigh-Nelson, Davis G Ouse, Christopher J Voglewede",2014-06-09,2015-06-09,2024-05-14,2024-05-14,https://patents.google.com/patent/ES2968878T3/en,
CN-111925097-B,Fully automatic solid-liquid separation system for sludge treatment ,聂麒曌,请求不公布姓名,2020-08-29,2020-08-29,2025-01-28,2025-01-28,https://patents.google.com/patent/CN111925097B/en,
CN-110291982-B,A kind of rock slope greening and its rainwater collection and water storage irrigation system ,"云南农业大学, 中国矿业大学, 云南远科土地整治规划设计有限公司, 昆明市农业广播电视学校(昆明市农民科技教育培训中心)","张川, 杨松, 李效顺, 余建新, 许超, 郑宏刚, 张耿杰, 蒋冬梅, 魏旭晨, 王月香, 倪衡, 刘武江",2019-07-04,2019-07-04,2021-08-06,2021-08-06,https://patents.google.com/patent/CN110291982B/en,https://patentimages.storage.googleapis.com/22/de/42/a7c3e5426fa778/HDA0002118482360000011.png
US-9916829-B2,Voice search and response based on relevancy ,"Home Depot Product Authority, Llc","Ian O'Neal Beckford, Michael L. Guhl, Anees Haidri, Kevin James Scholz, Paul Sterk",2012-08-15,2013-08-15,2018-03-13,2018-03-13,https://patents.google.com/patent/US9916829B2/en,https://patentimages.storage.googleapis.com/0e/ad/80/8f0c0ec6666f9d/US09916829-20180313-D00000.png
CN-114634901-B,Lactobacillus casei LC16 for promoting bone health and culture method and application thereof ,微康益生菌(苏州)股份有限公司,"方曙光, 董瑶, 盖忠辉, 陈婷, 朱建国, 陈珂可",2022-05-18,2022-05-18,2022-08-30,2022-08-30,https://patents.google.com/patent/CN114634901B/en,
RU-2553223-C2,VACCINES BASED ON PORCINE Torque teNO VIRUS AND METHODS OF DIAGNOSING INFECTIONS CAUSED THEREBY ,"Виргиния Тек Интеллекчуал Пропертиз, Инк.","Сян-Цзинь МЭН, Яовэй СЮАН",2009-08-21,2010-08-23,2015-06-10,2015-06-10,https://patents.google.com/patent/RU2553223C2/en,https://patentimages.storage.googleapis.com/17/5f/9c/858524fb02411a/00000004.png
KR-101437652-B1,Biomass energy burner ,"크용 두, 즈크 중","크용 두, 즈크 중",2010-07-14,2011-05-20,2014-09-04,2014-09-04,https://patents.google.com/patent/KR101437652B1/en,https://patentimages.storage.googleapis.com/3b/0a/c9/caa91e18a153cf/112013011735881-pct00001.png
US-8329165-B2,Composition for the treatment of ballast water containing bacteriophage as an effective component and biological method with the same for removing bacteria present in ballast water ,"Intron Biotechnology, Inc.","Seongjun Yoon, Sooyoun Jun, Sanghyeon Kang, Yunjaie Choi, Jeesoo Son",2008-06-09,2008-09-05,2012-12-11,2012-12-11,https://patents.google.com/patent/US8329165B2/en,https://patentimages.storage.googleapis.com/50/eb/16/141fb6a438ef11/US08329165-20121211-D00001.png
JP-4551977-B1,Ion / ozone wind generator ,明夫 片野,明夫 片野,2010-01-26,2010-04-28,2010-09-29,2010-09-29,https://patents.google.com/patent/JP4551977B1/en,https://patentimages.storage.googleapis.com/50/36/9d/37217919701db5/0004551977-2.png
US-6955831-B2,Protein and lipid sources for use in aquafeeds and animal feeds and a process for their preparation ,Her Majesty The Queen In Right Of Canada As Represented By The Minister Of Fisheries And Oceans,"David Higgs, Robert E. Cairns, Ian Shand",2000-05-09,2002-02-19,2005-10-18,2005-10-18,https://patents.google.com/patent/US6955831B2/en,https://patentimages.storage.googleapis.com/ad/c5/8e/02753caee796f7/US06955831-20051018-D00001.png
US-12551828-B2,Method for extracting microvesicles from biological sample ,Korea University Research And Business Foundation,"Se-Hyun Shin, Ho-Yoon LEE, Won-Hwi NA, Jin-Hyun Kim",2019-02-14,2020-02-12,2026-02-17,2026-02-17,https://patents.google.com/patent/US12551828B2/en,https://patentimages.storage.googleapis.com/US12551828B2/US12551828-20260217-D00000.png
NL-2017742-B1,CHAMPION COMPOSITION AND METHOD ,Van Den Top Hendrik,"Van Den Top Hendrik, Jan Van Den Top Bart",2015-11-05,2016-11-07,2017-07-21,2017-07-21,https://patents.google.com/patent/NL2017742B1/en,
US-2014294675-A1,Marker Detection Method And Apparatus To Monitor Drug Compliance ,"University Of Florida Research Foundation, Inc.","Richard J. Melker, Donn Michael Dennis, Laszlo Prokai",1999-11-08,2014-03-31,2014-10-02,,https://patents.google.com/patent/US20140294675A1/en,https://patentimages.storage.googleapis.com/08/49/24/65ca9965a12e65/US20140294675A1-20141002-D00000.png
ES-2538478-T3,Methods for the treatment of radiation enteritis ,"Salix Pharmaceuticals, Inc.","Doug Bettenhausen, Christopher Jahraus",2006-08-02,2007-08-02,2015-06-22,2015-06-22,https://patents.google.com/patent/ES2538478T3/en,
AU-2018241038-B2,Methods for control of aquatic weeds using herbicidal 4-amino-3-chloro-6-(4-chloro-2-fluoro-3-methoxyphenyl)pyridine-2-carboxylic acids ,Corteva Agriscience Llc,Richard K. Mann,2014-01-31,2018-10-02,2019-08-29,2019-08-29,https://patents.google.com/patent/AU2018241038B2/en,
